,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
32679,10,dirt,left,heavy,360.0,15,3,female/mare,5,52.0,480.0,0.0,6,14.9,増本 豊,B,4.799999999999997,2013-08-24,70.4,ノベンバーペガサス
7740,12,dirt,right,average,0.0,16,6,female/mare,5,55.0,476.0,-6.0,12,56.1,増本 豊,B,-0.5,2013-02-24,72.6,ノベンバーペガサス
7446,2,dirt,right,average,0.0,16,9,male/stallion,3,56.0,468.0,8.0,12,141.3,天間 昭一,C,-2.0,2013-02-24,74.8,ノボサイボーグ
14581,1,dirt,right,average,50.0,12,1,male/stallion,3,56.0,458.0,-2.0,5,10.0,天間 昭一,B,0.7000000000000028,2013-04-14,74.0,ノボサイボーグ
36231,6,dirt,right,average,400.0,16,8,male/stallion,3,56.0,456.0,-6.0,3,6.3,天間 昭一,C,0.9000000000000057,2013-09-21,72.0,ノボサイボーグ
12443,2,dirt,right,average,125.0,16,3,male/stallion,3,56.0,460.0,-8.0,8,104.8,天間 昭一,C,1.6000000000000085,2013-03-31,73.8,ノボサイボーグ
5622,8,dirt,right,average,0.0,13,8,male/stallion,7,57.0,478.0,6.0,5,13.4,尾関 知人,C,1.3000000000000114,2013-02-10,74.4,ノボジュピター
30131,8,dirt,left,somewhat heavy,0.0,15,4,male/stallion,7,57.0,470.0,4.0,12,66.1,尾関 知人,C,-1.4000000000000057,2013-08-04,72.3,ノボジュピター
11705,12,dirt,right,average,247.5,16,5,female/mare,4,55.0,486.0,2.0,11,46.0,天間 昭一,B,-0.8999999999999915,2013-03-24,72.2,ノボピュアリティ
472,8,dirt,right,average,0.0,16,13,female/mare,4,54.0,500.0,4.0,6,15.6,天間 昭一,C,1.9000000000000057,2013-01-06,72.2,ノボピュアリティ
13672,12,dirt,right,heavy,0.0,16,14,female/mare,4,55.0,490.0,4.0,13,35.0,天間 昭一,B,0.3999999999999915,2013-04-07,74.1,ノボピュアリティ
8444,12,grass,right,average,0.0,18,14,female/mare,4,55.0,472.0,-6.0,14,99.0,天間 昭一,C,2.5,2013-03-02,69.9,ノボプレシャス
134,9,dirt,right,average,0.0,16,2,female/mare,7,55.0,526.0,4.0,11,65.2,天間 昭一,B,-3.6999999999999886,2013-01-05,71.4,ノボレインボー
12558,9,dirt,right,average,0.0,16,3,female/mare,7,55.0,528.0,6.0,16,148.0,天間 昭一,B,1.0999999999999943,2013-03-31,72.3,ノボレインボー
3068,3,dirt,left,somewhat heavy,100.5,14,11,female/mare,5,55.0,478.0,2.0,11,78.6,梅田 康雄,B,1.6000000000000085,2013-01-26,73.0,ノーザンソング
24916,12,dirt,left,average,0.0,16,9,female/mare,5,52.0,498.0,18.0,15,275.0,梅田 康雄,D,-0.8999999999999915,2013-06-29,72.1,ノーザンソング
32907,12,grass,right,heavy,0.0,18,11,female/mare,5,52.0,494.0,2.0,12,56.4,梅田 康雄,C,1.2999999999999972,2013-08-24,69.5,ノーザンソング
29301,8,grass,right,average,0.0,18,11,female/mare,5,52.0,492.0,-6.0,14,70.2,梅田 康雄,B,-0.5,2013-07-28,67.9,ノーザンソング
27483,9,grass,right,average,0.0,16,16,gelding,3,54.0,436.0,2.0,16,274.6,黒岩 陽一,B,-0.5999999999999943,2013-07-20,71.0,ノーザンハリアー
25530,10,grass,right,average,0.0,12,9,gelding,3,54.0,434.0,4.0,10,78.4,黒岩 陽一,D,-0.7000000000000028,2013-07-06,70.6,ノーザンハリアー
12841,5,grass,right,average,500.0,16,14,gelding,3,56.0,440.0,2.0,10,33.5,黒岩 陽一,C,-0.7999999999999972,2013-04-06,69.5,ノーザンハリアー
19610,6,grass,right,average,0.0,16,1,gelding,3,56.0,430.0,-8.0,15,90.1,黒岩 陽一,C,0.10000000000000853,2013-05-18,70.1,ノーザンハリアー
27174,11,grass,right,somewhat heavy,0.0,16,2,male/stallion,5,55.0,480.0,0.0,4,6.5,浅見 秀一,B,-0.6000000000000085,2013-07-14,70.9,ノーザンリバー
12547,9,dirt,right,average,696.0,16,1,male/stallion,5,57.0,482.0,-4.0,1,3.2,浅見 秀一,C,0.0,2013-03-31,70.9,ノーザンリバー
33447,2,grass,right,somewhat heavy,0.0,16,9,male/stallion,2,54.0,474.0,6.0,8,27.6,田中 剛,C,-1.4000000000000057,2013-08-31,74.6,ノースショアビーチ
1555,6,dirt,right,bad,0.0,16,8,male/stallion,3,56.0,500.0,0.0,5,13.3,中村 均,B,0.0,2013-01-14,72.4,ノートゥング
14476,6,grass,right,average,0.0,16,6,male/stallion,4,54.0,466.0,-10.0,2,4.9,藤岡 健一,A,-0.9000000000000057,2013-04-14,70.4,ノーブリー
32725,1,grass,right,heavy,125.0,18,12,female/mare,2,52.0,414.0,-6.0,8,29.6,宮本 博,B,3.9000000000000057,2013-08-24,70.0,ノーブルサイレンス
4541,1,dirt,left,average,0.0,16,4,female/mare,3,54.0,444.0,-8.0,15,243.6,鈴木 伸尋,C,-3.8999999999999915,2013-02-03,76.4,ノーブルダンス
380,1,dirt,right,average,0.0,16,8,female/mare,3,54.0,452.0,-8.0,7,87.3,鈴木 伸尋,C,-0.5,2013-01-06,76.2,ノーブルダンス
10115,8,dirt,right,average,0.0,16,8,male/stallion,6,57.0,526.0,-2.0,9,40.4,萩原 清,C,0.29999999999999716,2013-03-16,73.1,ハイエストクライム
23033,8,grass,right,average,0.0,16,2,male/stallion,6,57.0,518.0,-6.0,9,23.0,萩原 清,C,-1.0,2013-06-16,69.2,ハイエストクライム
27248,4,grass,left,average,184.0,18,2,female/mare,3,54.0,440.0,2.0,5,9.9,安田 隆行,C,-0.3999999999999915,2013-07-14,70.5,ハイキートーン
30246,4,grass,right,somewhat heavy,460.0,17,16,female/mare,3,54.0,440.0,0.0,1,3.5,安田 隆行,B,0.29999999999999716,2013-08-04,68.8,ハイキートーン
34430,8,grass,right,heavy,0.0,17,12,female/mare,3,52.0,442.0,2.0,9,26.5,安田 隆行,C,0.8000000000000114,2013-09-01,69.7,ハイキートーン
11917,1,dirt,right,average,0.0,16,8,female/mare,3,54.0,438.0,-6.0,7,17.1,安田 隆行,C,-0.9000000000000057,2013-03-24,74.6,ハイキートーン
8823,3,grass,right,average,0.0,18,12,female/mare,3,51.0,418.0,6.0,18,268.0,二本柳 俊一,D,2.5,2013-03-03,69.7,ハイランドコンドル
1133,3,dirt,right,average,0.0,16,2,female/mare,3,54.0,412.0,-2.0,16,473.8,二本柳 俊一,C,-1.6000000000000085,2013-01-13,74.8,ハイランドコンドル
23481,2,grass,right,average,0.0,16,13,female/mare,3,54.0,406.0,8.0,14,152.6,二本柳 俊一,C,-0.29999999999999716,2013-06-22,71.3,ハイランドコンドル
14088,4,dirt,right,average,50.0,14,11,female/mare,3,54.0,410.0,2.0,11,209.0,二本柳 俊一,C,0.4000000000000057,2013-04-13,74.5,ハイランドコンドル
18655,3,dirt,left,somewhat heavy,0.0,15,15,female/mare,3,54.0,398.0,-12.0,11,151.7,二本柳 俊一,C,-0.09999999999999432,2013-05-12,74.4,ハイランドコンドル
29229,3,grass,right,average,0.0,18,3,female/mare,3,54.0,454.0,-10.0,16,327.8,鮫島 一歩,C,1.2999999999999972,2013-07-28,68.8,ハギノアムール
21200,1,dirt,right,average,0.0,16,5,female/mare,3,51.0,464.0,14.0,15,396.2,鮫島 一歩,D,-0.8999999999999915,2013-06-01,76.1,ハギノアムール
25999,9,grass,right,average,180.0,13,13,female/mare,3,52.0,470.0,-2.0,3,9.0,鮫島 一歩,B,2.299999999999997,2013-07-07,69.6,ハギノソフィア
30944,7,grass,right,average,288.0,16,1,female/mare,3,52.0,476.0,2.0,2,5.7,鮫島 一歩,B,-0.7000000000000028,2013-08-11,70.6,ハギノソフィア
20093,2,grass,right,average,50.0,16,6,female/mare,3,54.0,464.0,4.0,3,5.0,鮫島 一歩,B,-1.2999999999999972,2013-05-19,70.4,ハギノソフィア
32989,7,grass,right,somewhat heavy,0.0,16,7,female/mare,3,52.0,476.0,0.0,3,4.1,鮫島 一歩,B,1.8999999999999915,2013-08-25,74.2,ハギノソフィア
27472,9,grass,right,average,108.0,16,1,female/mare,3,52.0,474.0,4.0,3,4.1,鮫島 一歩,B,-1.3999999999999915,2013-07-20,69.8,ハギノソフィア
21636,7,grass,right,average,115.0,16,10,female/mare,3,54.0,468.0,4.0,3,6.1,鮫島 一歩,B,1.0999999999999943,2013-06-02,69.6,ハギノソフィア
23989,3,grass,right,average,460.0,16,6,female/mare,3,54.0,472.0,4.0,1,2.8,鮫島 一歩,B,2.799999999999997,2013-06-23,70.1,ハギノソフィア
8072,11,grass,right,average,0.0,16,3,male/stallion,4,56.0,470.0,8.0,3,9.3,西園 正都,B,-0.09999999999999432,2013-03-02,69.4,ハクサンムーン
35116,11,grass,right,average,5500.0,13,13,male/stallion,4,56.0,480.0,0.0,2,4.4,西園 正都,A,1.8999999999999915,2013-09-08,67.5,ハクサンムーン
11878,11,grass,left,average,2375.0,17,13,male/stallion,4,57.0,464.0,-6.0,10,85.6,西園 正都,B,-0.5,2013-03-24,68.3,ハクサンムーン
14538,10,grass,right,average,0.0,16,14,male/stallion,3,56.0,446.0,0.0,11,36.9,田村 康仁,C,-0.6000000000000085,2013-04-14,70.7,ハクサンレガシー
33457,2,grass,right,somewhat heavy,0.0,16,7,male/stallion,2,51.0,446.0,-6.0,15,330.8,作田 誠二,C,0.29999999999999716,2013-08-31,77.3,ハクユウジャック
28699,1,grass,right,average,500.0,15,9,female/mare,2,54.0,452.0,2.0,6,23.7,高橋 義忠,B,0.09999999999999432,2013-07-27,68.2,ハッシュ
34480,11,grass,right,heavy,0.0,15,7,female/mare,2,54.0,454.0,2.0,10,37.2,高橋 義忠,B,0.0,2013-09-01,70.0,ハッシュ
28873,1,grass,right,average,125.0,6,3,male/stallion,2,54.0,458.0,0.0,3,4.4,粕谷 昌央,C,-2.700000000000003,2013-07-28,73.5,ハッツオフ
26888,1,grass,right,average,0.0,10,7,male/stallion,2,54.0,458.0,-6.0,5,23.0,粕谷 昌央,C,1.5,2013-07-14,71.0,ハッツオフ
33601,1,dirt,left,heavy,50.0,15,5,male/stallion,2,54.0,460.0,2.0,4,12.3,粕谷 昌央,B,-0.7000000000000028,2013-08-31,73.0,ハッツオフ
35197,4,dirt,right,average,0.0,16,16,female/mare,3,51.0,456.0,-6.0,12,138.1,伊藤 伸一,B,1.5,2013-09-14,73.5,ハッピーアンブルー
132,9,dirt,right,average,0.0,16,8,male/stallion,6,57.0,458.0,0.0,5,9.1,加藤 征弘,B,-0.5,2013-01-05,71.2,ハッピーカオル
14716,10,dirt,right,average,0.0,16,2,male/stallion,6,54.0,458.0,-2.0,12,50.4,加藤 征弘,B,0.9000000000000057,2013-04-14,72.0,ハッピーカオル
27175,11,grass,right,somewhat heavy,0.0,16,16,male/stallion,6,54.0,458.0,0.0,15,90.9,加藤 征弘,B,-0.09999999999999432,2013-07-14,71.0,ハッピーカオル
7548,10,dirt,right,average,1740.0,15,2,male/stallion,6,57.0,460.0,2.0,5,11.9,加藤 征弘,B,-0.29999999999999716,2013-02-24,71.7,ハッピーカオル
31005,11,grass,right,average,0.0,12,9,male/stallion,6,55.0,458.0,0.0,9,41.3,加藤 征弘,B,0.29999999999999716,2013-08-11,71.9,ハッピーカオル
30434,6,grass,right,somewhat heavy,46.0,16,15,female/mare,3,54.0,440.0,-4.0,5,13.0,栗田 徹,B,-1.5,2013-08-10,71.5,ハッピーシーショア
12117,2,dirt,right,average,0.0,16,14,female/mare,3,54.0,448.0,-2.0,4,7.9,栗田 徹,C,-1.2999999999999972,2013-03-30,74.8,ハッピーシーショア
23473,2,grass,right,average,0.0,16,8,female/mare,3,54.0,444.0,-4.0,4,11.1,栗田 徹,C,1.5999999999999943,2013-06-22,70.0,ハッピーシーショア
32946,3,grass,right,somewhat heavy,0.0,16,13,female/mare,3,54.0,450.0,10.0,7,16.2,栗田 徹,B,-0.3999999999999915,2013-08-25,75.0,ハッピーシーショア
11912,1,dirt,right,average,75.0,16,2,female/mare,3,54.0,460.0,2.0,5,7.5,加用 正,C,-0.19999999999998863,2013-03-24,74.0,ハッピーチャート
5538,2,dirt,right,average,50.0,16,16,female/mare,3,54.0,460.0,-2.0,4,7.0,加用 正,B,-0.10000000000000853,2013-02-10,74.3,ハッピーチャート
27730,3,dirt,left,average,115.0,16,8,female/mare,3,52.0,458.0,-10.0,6,14.0,加用 正,C,0.3999999999999915,2013-07-20,72.3,ハッピーチャート
8819,3,grass,right,average,50.0,18,2,female/mare,3,52.0,458.0,-2.0,2,7.5,加用 正,C,0.5,2013-03-03,69.6,ハッピーチャート
31704,1,grass,right,average,125.0,13,7,female/mare,2,54.0,400.0,-2.0,2,3.6,安田 隆行,B,0.0,2013-08-17,69.0,ハッピーロングラン
8101,1,dirt,right,bad,0.0,16,1,female/mare,3,54.0,464.0,-6.0,2,3.4,牧浦 充徳,B,3.6000000000000085,2013-03-02,73.2,ハナズインパルス
6049,1,dirt,right,heavy,0.0,16,9,female/mare,3,54.0,470.0,12.0,4,7.3,牧浦 充徳,B,-0.29999999999999716,2013-02-16,74.0,ハナズインパルス
17910,1,dirt,right,average,500.0,16,8,female/mare,3,54.0,466.0,10.0,7,15.4,牧浦 充徳,B,1.3999999999999915,2013-05-05,72.9,ハナズインパルス
12277,2,dirt,right,average,50.0,16,7,female/mare,3,54.0,456.0,-10.0,4,7.8,牧浦 充徳,C,0.4000000000000057,2013-03-30,73.9,ハナズインパルス
1592,8,dirt,right,bad,0.0,15,4,male/stallion,4,56.0,474.0,29.0,15,187.9,加藤 和宏,C,-0.8999999999999915,2013-01-14,73.3,ハナズフレイム
11496,8,dirt,right,average,0.0,16,5,male/stallion,4,57.0,470.0,-2.0,16,130.3,加藤 和宏,C,-0.6000000000000085,2013-03-23,73.6,ハナズフレイム
35855,1,dirt,right,somewhat heavy,0.0,16,10,female/mare,2,54.0,434.0,8.0,15,325.1,粕谷 昌央,C,0.09999999999999432,2013-09-17,77.3,ハナマナ
35538,4,dirt,right,bad,0.0,16,12,female/mare,3,54.0,470.0,6.0,2,3.7,小島 茂之,B,1.0,2013-09-15,73.0,ハナレイビーチ
33671,6,dirt,left,heavy,184.0,15,6,female/mare,3,54.0,464.0,-12.0,10,50.5,小島 茂之,C,-0.7000000000000028,2013-08-31,72.2,ハナレイビーチ
15643,1,dirt,right,somewhat heavy,0.0,16,14,female/mare,3,54.0,490.0,10.0,6,19.4,白井 寿昭,D,0.0,2013-04-21,73.2,ハニーバニー
29676,12,grass,left,average,0.0,18,6,female/mare,3,49.0,420.0,-12.0,14,119.3,伊藤 圭三,C,0.19999999999998863,2013-08-03,69.6,ハニームーナー
36332,12,dirt,right,average,0.0,16,16,female/mare,3,50.0,428.0,8.0,11,68.9,伊藤 圭三,B,-0.9000000000000057,2013-09-21,73.6,ハニームーナー
6911,12,grass,right,average,1280.0,17,12,male/stallion,5,57.0,464.0,0.0,2,4.9,西園 正都,B,1.5999999999999943,2013-02-17,68.2,ハノハノ
9834,11,grass,left,average,0.0,18,13,male/stallion,5,57.0,464.0,0.0,7,10.6,西園 正都,B,0.0,2013-03-10,69.6,ハノハノ
27170,11,grass,right,somewhat heavy,840.0,16,5,male/stallion,5,54.0,464.0,2.0,6,15.2,西園 正都,B,-1.2999999999999972,2013-07-14,70.6,ハノハノ
12227,11,grass,right,average,1740.0,16,1,male/stallion,5,57.0,464.0,0.0,3,6.3,西園 正都,B,-0.09999999999999432,2013-03-30,67.4,ハノハノ
32365,11,grass,right,average,0.0,15,11,male/stallion,5,55.0,464.0,0.0,11,23.7,西園 正都,B,0.0,2013-08-18,67.0,ハノハノ
29804,8,grass,right,average,0.0,18,16,female/mare,5,55.0,460.0,-2.0,9,31.4,田所 秀孝,B,0.0,2013-08-03,68.5,ハピシン
5808,9,grass,right,average,0.0,18,9,female/mare,5,55.0,470.0,12.0,6,10.2,田所 秀孝,B,-0.19999999999998863,2013-02-10,69.2,ハピシン
8946,10,grass,right,average,0.0,18,18,male/stallion,3,56.0,442.0,0.0,12,30.7,佐藤 吉勝,C,0.09999999999999432,2013-03-03,69.4,ハプスブルク
29677,12,grass,left,average,0.0,18,3,male/stallion,3,54.0,438.0,2.0,5,12.0,佐藤 吉勝,B,-0.6999999999999886,2013-08-03,69.6,ハプスブルク
11616,5,grass,right,average,0.0,16,8,male/stallion,3,56.0,438.0,-4.0,10,23.8,佐藤 吉勝,B,-0.10000000000000853,2013-03-24,69.6,ハプスブルク
25241,12,grass,right,average,0.0,15,4,male/stallion,3,54.0,436.0,-2.0,6,15.3,佐藤 吉勝,B,-0.20000000000000284,2013-06-30,69.8,ハプスブルク
35652,12,dirt,right,bad,0.0,16,2,male/stallion,4,57.0,496.0,12.0,11,49.0,伊藤 圭三,C,0.09999999999999432,2013-09-15,71.9,ハヤブサフィーバー
18701,6,dirt,left,somewhat heavy,0.0,15,3,male/stallion,4,54.0,478.0,-4.0,8,27.2,伊藤 圭三,C,4.400000000000006,2013-05-12,72.9,ハヤブサフィーバー
13505,1,dirt,right,bad,0.0,16,6,male/stallion,3,56.0,470.0,-6.0,16,301.6,的場 均,C,-0.29999999999999716,2013-04-07,75.7,ハリマヤヨサコイ
35191,4,dirt,right,average,100.0,16,2,female/mare,3,54.0,468.0,4.0,7,30.7,池上 昌弘,C,-2.9000000000000057,2013-09-14,72.1,ハルコマチ
2441,4,dirt,left,average,0.0,16,8,female/mare,4,51.0,452.0,-24.0,12,62.0,清水 出美,C,-0.6999999999999886,2013-01-20,74.5,ハルシュタット
29515,2,dirt,left,somewhat heavy,460.0,15,9,male/stallion,3,56.0,510.0,2.0,7,17.1,小野 次郎,C,1.0,2013-08-03,72.9,ハルズハッピー
32651,8,dirt,left,heavy,0.0,15,9,male/stallion,3,54.0,512.0,2.0,6,24.0,小野 次郎,B,0.30000000000001137,2013-08-24,71.5,ハルズハッピー
17002,8,grass,right,average,0.0,16,7,female/mare,4,52.0,468.0,0.0,16,324.0,松永 康利,D,-1.9000000000000057,2013-04-29,70.9,ハルトリーゲル
33183,8,dirt,left,somewhat heavy,0.0,15,7,female/mare,4,52.0,478.0,4.0,15,314.2,松永 康利,C,-5.099999999999994,2013-08-25,74.3,ハルトリーゲル
30261,4,grass,right,somewhat heavy,0.0,17,6,female/mare,3,51.0,400.0,-2.0,10,31.7,平田 修,C,4.299999999999997,2013-08-04,70.4,ハローブライアン
12598,12,grass,right,average,0.0,15,5,male/stallion,5,57.0,452.0,-2.0,8,16.4,萱野 浩二,C,-0.29999999999999716,2013-03-31,69.1,ハワイアンシュガー
9669,12,dirt,right,average,0.0,16,12,male/stallion,5,57.0,454.0,-2.0,9,40.0,萱野 浩二,C,-4.200000000000003,2013-03-10,72.1,ハワイアンシュガー
474,8,dirt,right,average,0.0,16,16,male/stallion,5,57.0,456.0,2.0,3,12.0,萱野 浩二,B,0.4000000000000057,2013-01-06,72.3,ハワイアンシュガー
24593,1,grass,right,average,0.0,8,6,male/stallion,2,54.0,442.0,2.0,5,16.8,松山 将樹,C,-0.7999999999999972,2013-06-29,73.9,ハンサムオウジ
28956,9,grass,right,average,247.5,13,3,male/stallion,3,54.0,458.0,12.0,10,22.2,松山 将樹,B,0.4000000000000057,2013-07-28,70.6,ハンサムザムライ
32528,12,grass,right,somewhat heavy,0.0,13,8,male/stallion,6,53.0,482.0,0.0,12,81.2,佐々木 晶三,B,-0.6000000000000085,2013-08-24,73.9,ハンターワディ
25214,10,grass,right,average,0.0,12,6,male/stallion,6,57.0,482.0,0.0,9,33.3,佐々木 晶三,B,1.0,2013-06-30,69.4,ハンターワディ
19138,12,grass,right,average,0.0,12,10,male/stallion,6,57.0,484.0,-10.0,8,18.3,佐々木 晶三,B,0.7999999999999972,2013-05-12,69.2,ハンターワディ
30601,6,dirt,left,average,0.0,15,8,male/stallion,3,56.0,518.0,-4.0,1,2.5,田中 剛,B,0.0,2013-08-10,73.2,ハントヴェルカー
133,9,dirt,right,average,0.0,16,5,male/stallion,7,57.0,496.0,8.0,14,163.3,杉浦 宏昭,C,4.799999999999997,2013-01-05,71.3,ハンマープライス
7558,10,dirt,right,average,0.0,15,12,male/stallion,7,57.0,496.0,2.0,14,211.5,杉浦 宏昭,C,3.0999999999999943,2013-02-24,72.8,ハンマープライス
8330,5,grass,right,average,0.0,18,4,female/mare,3,54.0,454.0,8.0,9,44.9,石坂 正,B,0.30000000000001137,2013-03-02,71.0,ハーツコンセンサス
14990,4,grass,right,average,0.0,16,15,female/mare,3,52.0,452.0,-2.0,8,17.3,石坂 正,B,0.7999999999999972,2013-04-20,70.7,ハーツコンセンサス
11951,3,dirt,right,average,0.0,16,5,male/stallion,3,56.0,490.0,-12.0,1,2.4,浅見 秀一,B,-0.7000000000000028,2013-03-24,76.4,ハートランド
5015,1,dirt,right,somewhat heavy,75.0,16,8,male/stallion,3,56.0,504.0,2.0,3,6.9,浅見 秀一,B,-4.900000000000006,2013-02-09,74.0,ハートランド
35476,12,dirt,right,average,0.0,16,7,male/stallion,3,55.0,424.0,4.0,11,83.8,矢作 芳人,C,-1.2000000000000028,2013-09-14,73.5,ハーフウェイ
21637,7,grass,right,average,69.0,16,6,female/mare,3,54.0,478.0,6.0,5,12.6,安達 昭夫,C,-3.0999999999999943,2013-06-02,69.7,バアゼルザウバー
29808,8,grass,right,average,0.0,18,15,male/stallion,3,54.0,510.0,-6.0,7,26.5,小野 幸治,C,-1.2000000000000028,2013-08-03,69.8,バイオレットムーン
2830,10,grass,right,average,174.0,15,9,female/mare,6,55.0,506.0,2.0,8,26.3,古賀 史生,B,-1.7999999999999972,2013-01-21,69.4,バクシンカーリー
6179,11,grass,right,average,435.0,14,13,female/mare,6,55.0,504.0,-2.0,7,16.6,古賀 史生,B,0.5,2013-02-16,69.5,バクシンカーリー
14919,11,grass,right,average,0.0,16,2,female/mare,6,54.0,494.0,-12.0,4,7.3,古賀 史生,B,0.0,2013-04-14,69.6,バクシンカーリー
9822,11,grass,left,average,632.0,18,3,female/mare,6,55.0,506.0,2.0,4,8.6,古賀 史生,B,-0.4000000000000057,2013-03-10,68.8,バクシンカーリー
15075,10,grass,right,average,880.0,16,13,male/stallion,4,57.0,462.0,-6.0,2,4.4,堀 宣行,B,0.4000000000000057,2013-04-20,69.4,バクシンテイオー
35688,2,dirt,right,somewhat heavy,0.0,16,10,female/mare,3,54.0,456.0,4.0,13,233.9,白井 寿昭,C,0.5,2013-09-15,75.0,バクソクワイルダー
27225,2,dirt,left,somewhat heavy,0.0,16,9,female/mare,3,54.0,452.0,-10.0,6,33.9,白井 寿昭,B,1.9000000000000057,2013-07-14,74.4,バクソクワイルダー
16992,8,grass,right,average,0.0,16,9,male/stallion,4,55.0,466.0,-16.0,8,22.4,長浜 博之,C,0.0,2013-04-29,69.7,バコパ
2698,1,dirt,right,heavy,0.0,16,9,female/mare,3,54.0,434.0,0.0,13,100.8,高橋 義博,C,4.299999999999997,2013-01-14,74.7,バシニアティヴ
14584,1,dirt,right,average,0.0,12,9,female/mare,3,54.0,428.0,2.0,11,143.6,高橋 義博,C,-2.200000000000003,2013-04-14,74.5,バシニアティヴ
10241,4,grass,left,average,0.0,18,8,female/mare,3,54.0,426.0,-8.0,15,176.6,高橋 義博,C,0.5,2013-03-16,71.8,バシニアティヴ
18077,1,dirt,left,average,125.0,15,15,female/mare,3,54.0,418.0,-10.0,12,61.4,高橋 義博,C,-0.4000000000000057,2013-05-11,74.1,バシニアティヴ
12475,4,dirt,right,average,0.0,16,14,male/stallion,3,56.0,466.0,2.0,6,15.4,尾関 知人,C,0.0,2013-03-31,74.0,バッティングパワー
9695,2,dirt,left,average,50.0,16,2,male/stallion,3,56.0,464.0,4.0,7,38.8,尾関 知人,C,-1.7000000000000028,2013-03-10,74.5,バッティングパワー
13534,3,dirt,right,bad,0.0,16,7,female/mare,3,54.0,456.0,0.0,15,279.6,田島 俊明,C,0.4000000000000057,2013-04-07,75.4,バトルタイムレス
1670,1,dirt,right,heavy,0.0,16,2,female/mare,3,54.0,456.0,-6.0,10,35.4,田島 俊明,C,0.7999999999999972,2013-01-19,79.5,バトルタイムレス
11711,12,dirt,right,average,0.0,16,3,male/stallion,4,57.0,566.0,0.0,2,5.3,牧 光二,C,1.2000000000000028,2013-03-24,72.6,バトルドミンゴ
10104,8,dirt,right,average,720.0,16,3,male/stallion,4,57.0,566.0,2.0,3,4.6,牧 光二,B,-0.7000000000000028,2013-03-16,72.0,バトルドミンゴ
24694,8,grass,right,average,0.0,16,7,female/mare,3,52.0,472.0,2.0,9,31.4,牧 光二,B,-0.7000000000000028,2013-06-29,69.9,バトルレジナ
2412,2,dirt,left,average,0.0,16,5,female/mare,3,54.0,458.0,-10.0,2,5.0,牧 光二,B,0.09999999999999432,2013-01-20,76.5,バトルレジナ
14604,3,dirt,right,average,500.0,15,7,female/mare,3,54.0,470.0,12.0,5,17.8,牧 光二,B,4.599999999999994,2013-04-14,74.5,バトルレジナ
16769,6,grass,right,average,0.0,18,13,female/mare,3,54.0,424.0,-2.0,15,161.9,小野 次郎,C,0.30000000000001137,2013-04-28,69.7,バヤル
22567,9,grass,right,somewhat heavy,0.0,16,8,female/mare,3,52.0,442.0,18.0,4,10.4,小野 次郎,C,-1.0999999999999943,2013-06-15,69.7,バヤル
9556,4,dirt,right,average,70.0,14,12,female/mare,3,54.0,426.0,-2.0,5,24.0,小野 次郎,C,-0.8999999999999915,2013-03-10,75.4,バヤル
1127,3,dirt,right,average,500.0,16,8,female/mare,3,54.0,428.0,2.0,2,4.4,小野 次郎,B,-2.6000000000000085,2013-01-13,73.5,バヤル
9027,3,dirt,right,average,0.0,16,7,female/mare,3,52.0,396.0,-4.0,15,243.0,谷原 義明,C,-0.20000000000000284,2013-03-09,75.5,バライロノジンセイ
5798,9,grass,right,average,268.0,18,11,female/mare,5,55.0,458.0,-8.0,1,5.3,牧浦 充徳,B,-1.7000000000000028,2013-02-10,68.4,バラードソング
18232,12,grass,left,somewhat heavy,880.0,16,3,female/mare,5,55.0,450.0,0.0,3,5.3,牧浦 充徳,B,1.1999999999999886,2013-05-11,69.2,バラードソング
14474,6,grass,right,average,100.5,16,5,female/mare,5,55.0,452.0,-6.0,1,2.5,牧浦 充徳,B,-3.4000000000000057,2013-04-14,70.3,バラードソング
16988,8,grass,right,average,268.0,16,15,female/mare,5,55.0,450.0,-2.0,2,4.4,牧浦 充徳,B,0.4000000000000057,2013-04-29,69.4,バラードソング
7853,8,grass,right,average,268.0,18,4,female/mare,5,55.0,458.0,0.0,1,3.1,牧浦 充徳,B,5.5,2013-02-24,68.7,バラードソング
13747,5,dirt,right,heavy,0.0,16,12,male/stallion,3,56.0,430.0,4.0,15,96.5,加用 正,D,0.10000000000000853,2013-04-07,73.0,バルザック
5017,1,dirt,right,somewhat heavy,0.0,16,11,male/stallion,3,56.0,430.0,6.0,6,30.5,加用 正,D,-0.5,2013-02-09,74.7,バルザック
2045,1,dirt,right,somewhat heavy,0.0,16,7,male/stallion,3,56.0,424.0,4.0,7,17.8,加用 正,D,0.4000000000000057,2013-01-19,74.0,バルザック
31695,12,dirt,left,average,0.0,15,9,male/stallion,3,54.0,438.0,6.0,13,148.1,小笠 倫弘,D,-0.3999999999999915,2013-08-17,72.9,バルザック
10181,1,dirt,left,average,500.0,16,4,male/stallion,3,56.0,426.0,-4.0,3,11.9,加用 正,D,-0.6000000000000085,2013-03-16,74.3,バルザック
9837,11,grass,left,average,0.0,18,18,female/mare,4,55.0,464.0,-2.0,14,148.0,菊川 正達,C,1.5,2013-03-10,69.8,バルスピュール
