,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
11943,3,dirt,right,average,0.0,16,12,male/stallion,3,56.0,444.0,-4.0,16,601.5,田中 章博,B,-2.299999999999997,2013-03-24,74.7,クリノロブソン
13647,11,grass,right,somewhat heavy,210.0,16,4,male/stallion,5,56.0,506.0,2.0,5,11.3,須貝 尚介,B,5.300000000000011,2013-04-07,70.0,クリーンエコロジー
7049,10,grass,right,average,1740.0,16,6,male/stallion,5,55.0,504.0,4.0,3,4.7,須貝 尚介,C,-0.8000000000000114,2013-02-23,67.9,クリーンエコロジー
18053,11,grass,right,average,0.0,17,1,male/stallion,5,54.0,504.0,-2.0,9,16.8,須貝 尚介,C,-4.299999999999997,2013-05-05,68.4,クリーンエコロジー
36234,6,dirt,right,average,60.0,16,9,male/stallion,3,56.0,480.0,-4.0,4,7.6,奥平 雅士,B,-3.3999999999999915,2013-09-21,73.1,クルトメッシュ
32111,6,dirt,left,average,46.0,15,5,male/stallion,3,56.0,478.0,-16.0,5,17.9,奥平 雅士,B,0.0,2013-08-18,73.0,クルトメッシュ
34146,2,dirt,left,bad,115.0,15,2,male/stallion,3,56.0,484.0,6.0,7,17.1,奥平 雅士,B,0.7000000000000028,2013-09-01,72.7,クルトメッシュ
5332,12,grass,right,average,0.0,15,1,female/mare,4,55.0,488.0,2.0,5,8.6,安田 隆行,B,0.10000000000000853,2013-02-09,68.5,クルージンミジー
11490,8,dirt,right,average,0.0,16,14,female/mare,4,55.0,496.0,8.0,4,8.2,安田 隆行,B,-0.20000000000000284,2013-03-23,72.8,クルージンミジー
18245,12,grass,left,somewhat heavy,0.0,16,11,female/mare,4,55.0,494.0,-6.0,9,18.8,吉田 直弘,C,-5.0,2013-05-11,70.2,クルージンミジー
17034,11,grass,right,average,0.0,16,6,male/stallion,4,57.0,490.0,0.0,10,29.2,小西 一男,C,0.19999999999998863,2013-04-29,69.6,クレバーアポロ
32687,10,dirt,left,heavy,0.0,15,2,male/stallion,4,54.0,494.0,6.0,10,26.8,小西 一男,B,0.20000000000000284,2013-08-24,71.2,クレバーアポロ
1776,8,dirt,right,heavy,0.0,16,14,female/mare,4,54.0,460.0,2.0,6,31.5,加藤 和宏,C,-0.30000000000001137,2013-01-19,73.0,クレバーオーロラ
27508,11,grass,right,average,0.0,15,11,male/stallion,6,57.0,482.0,4.0,11,77.8,崎山 博樹,C,-4.3999999999999915,2013-07-20,69.2,クレバーサンデー
24568,11,grass,right,average,0.0,14,13,male/stallion,6,55.0,478.0,-6.0,13,70.9,崎山 博樹,B,-2.299999999999997,2013-06-29,68.9,クレバーサンデー
12601,12,grass,right,average,0.0,15,6,male/stallion,4,57.0,454.0,0.0,4,9.8,小西 一男,B,-1.5999999999999943,2013-03-31,69.1,クレバーデステニー
9672,12,dirt,right,average,0.0,16,13,male/stallion,4,57.0,454.0,-4.0,2,4.0,小西 一男,B,-2.0,2013-03-10,72.4,クレバーデステニー
35306,12,dirt,right,average,0.0,16,10,male/stallion,4,57.0,448.0,-8.0,1,3.2,小西 一男,A,-4.0,2013-09-14,73.0,クレバーデステニー
2366,12,dirt,right,heavy,396.0,16,10,male/stallion,4,56.0,458.0,-2.0,2,4.6,小西 一男,B,1.7000000000000028,2013-01-20,71.7,クレバーデステニー
7408,12,grass,right,average,0.0,18,16,male/stallion,6,57.0,526.0,-9.0,13,93.2,清水 出美,C,1.5,2013-02-23,68.7,クレムリンシチー
22860,7,grass,right,average,0.0,16,9,male/stallion,6,57.0,536.0,4.0,15,163.3,清水 出美,C,-1.0,2013-06-15,70.2,クレムリンシチー
35204,4,dirt,right,average,0.0,16,4,female/mare,3,54.0,450.0,-2.0,11,112.3,古賀 慎明,C,0.20000000000000284,2013-09-14,77.4,クレルモンフェラン
25581,2,grass,right,average,0.0,16,10,female/mare,3,54.0,452.0,-6.0,11,100.6,古賀 慎明,C,1.7000000000000028,2013-07-06,71.1,クレルモンフェラン
8019,7,dirt,right,heavy,700.0,12,6,male/stallion,3,56.0,508.0,-2.0,1,2.3,戸田 博文,B,1.7999999999999972,2013-03-02,71.5,クロムレック
27474,9,grass,right,average,0.0,16,3,female/mare,6,53.0,432.0,-2.0,7,22.0,加藤 和宏,B,0.5999999999999943,2013-07-20,69.9,クロンドローリエ
16437,8,grass,right,average,167.5,16,14,female/mare,6,52.0,426.0,2.0,3,6.6,加藤 和宏,B,0.19999999999998863,2013-04-28,69.3,クロンドローリエ
8868,6,grass,right,average,268.0,18,6,female/mare,6,52.0,424.0,-2.0,7,16.9,加藤 和宏,B,-0.29999999999999716,2013-03-03,68.7,クロンドローリエ
24063,9,grass,right,average,180.0,16,8,female/mare,6,52.0,432.0,0.0,8,32.4,加藤 和宏,C,-3.6000000000000085,2013-06-23,69.0,クロンドローリエ
26000,9,grass,right,average,108.0,13,9,female/mare,6,53.0,434.0,2.0,4,10.2,加藤 和宏,B,-1.5,2013-07-07,69.7,クロンドローリエ
30200,1,grass,right,somewhat heavy,500.0,14,7,female/mare,2,54.0,468.0,14.0,3,5.2,山内 研二,B,-0.4000000000000057,2013-08-04,69.2,クーファナイン
25910,1,grass,right,average,75.0,9,7,female/mare,2,54.0,430.0,8.0,3,4.2,目野 哲也,B,1.0,2013-07-07,71.1,クールジョジョ
29866,1,grass,right,average,500.0,7,6,female/mare,2,54.0,430.0,0.0,4,7.2,目野 哲也,B,2.700000000000003,2013-08-04,71.0,クールジョジョ
24453,1,grass,right,average,0.0,12,7,female/mare,2,54.0,480.0,-8.0,10,105.3,目野 哲也,C,-0.7000000000000028,2013-06-29,71.6,クールルーシー
7793,4,grass,right,average,500.0,18,8,male/stallion,3,54.0,466.0,0.0,1,3.6,山内 研二,B,1.5,2013-02-24,69.8,グッドジーン
26989,9,grass,right,average,0.0,9,4,male/stallion,3,54.0,472.0,0.0,7,37.4,山内 研二,C,1.0,2013-07-14,70.4,グッドジーン
29966,9,grass,right,average,0.0,16,15,male/stallion,3,54.0,470.0,-2.0,13,132.9,山内 研二,B,0.19999999999998863,2013-08-04,70.4,グッドジーン
29868,1,grass,right,average,125.0,7,1,female/mare,2,54.0,456.0,0.0,1,1.9,杉浦 宏昭,B,0.6999999999999886,2013-08-04,71.4,グラスケリー
12175,6,dirt,right,average,0.0,16,9,male/stallion,3,56.0,462.0,2.0,10,36.6,尾形 充弘,B,-0.7999999999999972,2013-03-30,74.1,グラスソニック
30164,10,grass,left,average,0.0,17,7,male/stallion,3,54.0,464.0,4.0,9,25.9,尾形 充弘,C,-2.4000000000000057,2013-08-04,69.4,グラスソニック
10550,1,dirt,right,average,0.0,16,6,female/mare,3,54.0,462.0,6.0,2,8.0,蛯名 利弘,C,-1.2999999999999972,2013-03-17,75.7,グラマラスグロウ
16444,8,grass,right,average,0.0,16,6,female/mare,5,55.0,484.0,4.0,6,15.2,鹿戸 雄一,B,-1.7999999999999972,2013-04-28,70.2,グランサンク
6857,8,grass,right,average,0.0,18,12,female/mare,5,55.0,480.0,0.0,8,18.0,鹿戸 雄一,C,-0.5,2013-02-17,69.0,グランサンク
9527,2,dirt,right,average,0.0,16,4,female/mare,3,54.0,520.0,-6.0,14,480.4,畠山 吉宏,C,-5.099999999999994,2013-03-10,75.0,グランソルシエール
14477,6,grass,right,average,0.0,16,2,female/mare,4,55.0,440.0,10.0,9,19.6,浅野 洋一郎,B,0.10000000000000853,2013-04-14,70.6,グラントリノ
29671,12,grass,left,average,0.0,18,13,female/mare,4,55.0,432.0,-6.0,15,137.8,浅野 洋一郎,C,-0.9000000000000057,2013-08-03,69.3,グラントリノ
26555,2,grass,right,average,0.0,16,5,female/mare,3,54.0,438.0,-6.0,12,60.5,矢野 英一,B,-0.30000000000001137,2013-07-13,72.0,グランパドゥシャ
1008,7,dirt,right,average,0.0,16,11,male/stallion,4,56.0,480.0,2.0,7,13.5,牧浦 充徳,B,-0.7999999999999972,2013-01-12,73.6,グランプリブルー
17645,7,dirt,left,average,100.5,15,11,male/stallion,4,57.0,474.0,0.0,9,28.8,牧浦 充徳,C,0.4000000000000057,2013-05-05,72.8,グランプリブルー
23445,12,dirt,right,heavy,72.0,16,7,male/stallion,4,57.0,474.0,0.0,5,14.0,牧浦 充徳,B,1.2000000000000028,2013-06-16,71.5,グランプリブルー
36147,12,dirt,right,average,180.0,16,16,male/stallion,4,57.0,462.0,-4.0,3,4.5,牧浦 充徳,B,1.5,2013-09-17,72.3,グランプリブルー
14657,6,dirt,right,average,0.0,16,5,male/stallion,4,57.0,474.0,-6.0,9,31.6,牧浦 充徳,B,-2.0999999999999943,2013-04-14,73.7,グランプリブルー
34814,12,dirt,right,somewhat heavy,108.0,16,16,male/stallion,4,57.0,466.0,-8.0,4,12.2,牧浦 充徳,B,-1.2999999999999972,2013-09-07,71.5,グランプリブルー
24913,12,dirt,left,average,180.0,16,14,male/stallion,4,57.0,474.0,0.0,5,8.2,牧浦 充徳,B,0.7999999999999972,2013-06-29,71.7,グランプリブルー
28027,1,grass,right,average,125.0,16,13,male/stallion,2,52.0,456.0,8.0,5,10.4,清水 久詞,B,0.7000000000000028,2013-07-21,70.8,グランプリブレイド
31215,1,grass,right,average,500.0,13,13,male/stallion,2,54.0,454.0,-2.0,1,2.7,清水 久詞,B,0.0,2013-08-11,69.5,グランプリブレイド
34483,11,grass,right,heavy,0.0,15,5,male/stallion,2,54.0,452.0,-2.0,14,142.6,清水 久詞,B,0.29999999999999716,2013-09-01,70.2,グランプリブレイド
3660,9,grass,left,average,0.0,18,3,female/mare,6,52.0,472.0,-14.0,11,20.7,岡田 稲男,C,0.8999999999999915,2013-01-27,71.1,グリューネワルト
26792,7,dirt,left,somewhat heavy,0.0,16,5,male/stallion,4,57.0,470.0,0.0,10,33.1,平田 修,B,-1.4000000000000057,2013-07-13,72.2,グリーディーボス
10836,9,dirt,left,average,167.5,16,8,male/stallion,4,55.0,472.0,-2.0,3,5.8,平田 修,C,-0.19999999999998863,2013-03-17,72.6,グリーディーボス
1861,2,dirt,left,average,167.5,16,2,male/stallion,4,53.0,476.0,16.0,14,155.9,平田 修,C,1.7999999999999972,2013-01-19,72.7,グリーディーボス
4565,3,dirt,left,average,100.5,11,11,male/stallion,4,54.0,474.0,-2.0,3,9.6,平田 修,B,0.5,2013-02-03,73.3,グリーディーボス
13738,5,dirt,right,heavy,280.0,16,15,male/stallion,3,56.0,530.0,-10.0,1,3.2,橋口 弘次郎,B,-1.4000000000000057,2013-04-07,71.4,グレイスフルリープ
16228,6,dirt,right,average,700.0,16,9,male/stallion,3,56.0,530.0,0.0,1,1.7,橋口 弘次郎,B,1.8000000000000114,2013-04-27,72.3,グレイスフルリープ
19110,10,grass,right,average,0.0,16,4,male/stallion,3,56.0,530.0,0.0,8,23.8,橋口 弘次郎,B,0.9000000000000057,2013-05-12,70.1,グレイスフルリープ
11467,6,dirt,right,average,0.0,16,8,male/stallion,3,56.0,438.0,2.0,8,18.6,作田 誠二,B,-1.5,2013-03-23,73.4,グレイトエンブレム
13750,5,dirt,right,heavy,0.0,16,1,male/stallion,3,56.0,438.0,0.0,14,79.5,作田 誠二,B,1.2000000000000028,2013-04-07,73.6,グレイトエンブレム
34826,12,dirt,right,somewhat heavy,0.0,16,13,male/stallion,3,55.0,508.0,10.0,3,8.4,高野 友和,B,0.4000000000000057,2013-09-07,73.8,グレイングロース
20436,1,dirt,right,average,500.0,16,4,male/stallion,3,56.0,502.0,16.0,3,7.2,高野 友和,B,-5.900000000000006,2013-05-25,72.5,グレイングロース
2775,6,grass,right,average,0.0,16,3,female/mare,3,54.0,428.0,2.0,15,136.5,和田 正一郎,D,0.19999999999998863,2013-01-21,69.6,グレカーレ
7517,7,grass,right,average,0.0,16,10,female/mare,3,52.0,422.0,-6.0,9,21.6,和田 正一郎,B,-0.7000000000000028,2013-02-24,71.0,グレカーレ
14537,10,grass,right,average,85.0,16,13,female/mare,3,54.0,420.0,-2.0,13,46.5,和田 正一郎,C,0.6000000000000085,2013-04-14,70.6,グレカーレ
25235,12,grass,right,average,288.0,15,9,female/mare,3,52.0,434.0,2.0,12,72.8,和田 正一郎,C,0.0,2013-06-30,69.2,グレカーレ
28140,9,grass,right,average,990.0,16,15,female/mare,3,52.0,436.0,2.0,10,30.3,和田 正一郎,B,0.4000000000000057,2013-07-21,69.7,グレカーレ
7921,12,grass,right,average,0.0,18,9,female/mare,6,55.0,474.0,-8.0,2,4.5,橋口 弘次郎,B,-1.2000000000000028,2013-02-24,68.4,グレナディーン
1457,12,grass,right,average,396.0,15,15,female/mare,6,55.0,484.0,-2.0,4,5.9,橋口 弘次郎,B,-1.5,2013-01-13,69.1,グレナディーン
3321,10,grass,right,average,576.0,12,8,female/mare,6,55.0,482.0,-2.0,1,2.4,橋口 弘次郎,B,0.5,2013-01-26,69.6,グレナディーン
10700,12,dirt,right,average,0.0,16,16,male/stallion,4,57.0,504.0,-4.0,3,6.3,中川 公成,B,4.0,2013-03-17,73.0,グレン
3065,3,dirt,left,somewhat heavy,670.0,14,9,male/stallion,4,56.0,516.0,-4.0,6,15.3,中川 公成,C,-0.3999999999999915,2013-01-26,72.8,グレン
1288,1,dirt,right,average,0.0,16,13,female/mare,3,54.0,474.0,0.0,10,46.4,梅田 康雄,B,0.0,2013-01-13,74.2,グレートエンジェル
6043,1,dirt,right,heavy,125.0,16,4,female/mare,3,54.0,470.0,-2.0,6,13.9,梅田 康雄,B,-1.4000000000000057,2013-02-16,73.5,グレートエンジェル
9335,1,dirt,right,average,50.0,16,9,female/mare,3,54.0,470.0,0.0,2,5.3,梅田 康雄,B,5.200000000000003,2013-03-09,74.3,グレートエンジェル
17058,1,dirt,left,somewhat heavy,75.0,15,9,male/stallion,3,56.0,452.0,4.0,11,158.1,新開 幸一,C,-1.7999999999999972,2013-05-04,73.9,グロスヴァーグ
19165,2,dirt,left,average,0.0,15,4,male/stallion,3,56.0,452.0,0.0,8,22.1,新開 幸一,B,0.0,2013-05-18,74.6,グロスヴァーグ
36320,11,grass,right,average,0.0,16,6,female/mare,7,50.0,482.0,-6.0,16,426.1,小桧山 悟,B,0.0,2013-09-21,68.8,グローリールピナス
4677,11,grass,left,average,0.0,14,10,female/mare,7,51.0,480.0,-4.0,11,40.6,小桧山 悟,C,-3.299999999999997,2013-02-03,71.0,グローリールピナス
34953,10,dirt,right,average,0.0,14,5,female/mare,7,50.0,488.0,12.0,14,331.9,小桧山 悟,C,3.5,2013-09-08,71.5,グローリールピナス
26077,3,grass,right,average,115.0,16,7,male/stallion,3,56.0,472.0,4.0,5,8.3,堀井 雅広,B,0.5999999999999943,2013-07-07,71.1,グンシン
27560,3,grass,right,average,0.0,16,13,male/stallion,3,56.0,464.0,-8.0,8,16.9,堀井 雅広,B,-0.20000000000000284,2013-07-20,71.7,グンシン
33045,11,grass,right,somewhat heavy,0.0,16,8,male/stallion,8,56.0,476.0,2.0,15,249.3,和田 正道,B,0.4000000000000057,2013-08-25,73.4,ケイアイアストン
18046,11,grass,right,average,210.0,17,12,male/stallion,8,54.0,488.0,0.0,17,115.7,和田 正道,C,-1.5999999999999943,2013-05-05,67.9,ケイアイアストン
27172,11,grass,right,somewhat heavy,315.0,16,4,male/stallion,8,54.0,478.0,-10.0,9,22.8,和田 正道,B,0.3999999999999915,2013-07-14,70.9,ケイアイアストン
31003,11,grass,right,average,0.0,12,10,male/stallion,8,55.0,474.0,-4.0,8,36.3,和田 正道,C,0.29999999999999716,2013-08-11,71.2,ケイアイアストン
36152,12,dirt,right,average,0.0,16,3,female/mare,3,50.0,462.0,4.0,6,12.2,山内 研二,B,0.6999999999999886,2013-09-17,73.2,ケイアイウィルゴー
5308,10,grass,right,average,0.0,16,5,female/mare,3,54.0,444.0,-6.0,12,43.5,山内 研二,C,0.5999999999999943,2013-02-09,69.1,ケイアイウィルゴー
27671,11,grass,right,average,576.0,16,13,female/mare,4,54.0,506.0,-2.0,6,11.9,尾形 充弘,B,-0.5999999999999943,2013-07-20,69.2,ケイアイエレガント
25208,10,grass,right,average,360.0,12,12,female/mare,4,55.0,508.0,-10.0,3,5.7,尾形 充弘,B,4.1000000000000085,2013-06-30,68.7,ケイアイエレガント
7583,12,dirt,right,average,0.0,16,12,male/stallion,6,57.0,524.0,12.0,9,19.6,鈴木 康弘,B,0.29999999999999716,2013-02-24,72.3,ケイアイクライム
12245,12,dirt,right,average,247.5,16,11,male/stallion,6,57.0,522.0,-2.0,6,14.8,鈴木 康弘,B,-0.20000000000000284,2013-03-30,71.6,ケイアイクライム
10496,10,dirt,right,average,696.0,15,3,male/stallion,7,57.0,544.0,-4.0,12,68.3,尾形 充弘,B,0.09999999999999432,2013-03-16,71.7,ケイアイダイオウ
14900,10,dirt,right,average,0.0,16,9,male/stallion,7,57.0,544.0,0.0,3,8.5,尾形 充弘,B,-2.5,2013-04-14,72.5,ケイアイダイオウ
12415,12,grass,right,average,247.5,14,7,male/stallion,4,57.0,488.0,0.0,2,4.4,山内 研二,B,-0.8000000000000114,2013-03-30,68.8,ケイアイユニコーン
14682,8,grass,right,average,576.0,13,13,male/stallion,4,57.0,488.0,0.0,2,5.0,山内 研二,B,1.8999999999999915,2013-04-14,68.8,ケイアイユニコーン
11485,8,dirt,right,average,108.0,16,11,male/stallion,5,57.0,436.0,0.0,5,10.9,高橋 義忠,B,-0.5,2013-03-23,72.3,ケイエスキングオー
3306,8,dirt,right,average,180.0,9,5,male/stallion,5,57.0,436.0,10.0,7,14.5,高橋 義忠,C,-2.700000000000003,2013-01-26,73.7,ケイエスキングオー
12966,1,dirt,right,somewhat heavy,0.0,16,13,male/stallion,3,56.0,462.0,-2.0,16,619.0,菅原 泰夫,C,0.0,2013-04-06,75.5,ケイツーアレス
9530,2,dirt,right,average,0.0,16,1,male/stallion,3,56.0,464.0,4.0,16,647.8,菅原 泰夫,D,0.3999999999999915,2013-03-10,75.7,ケイツーアレス
33611,1,dirt,left,heavy,0.0,15,8,male/stallion,2,51.0,434.0,-6.0,14,255.7,菅原 泰夫,B,0.6999999999999886,2013-08-31,75.4,ケイツーウラノス
27040,1,grass,right,somewhat heavy,0.0,11,5,male/stallion,2,54.0,440.0,2.0,9,155.4,菅原 泰夫,C,-2.6999999999999886,2013-07-14,73.2,ケイツーウラノス
7861,8,grass,right,average,0.0,18,8,female/mare,6,55.0,500.0,-6.0,4,7.0,大竹 正博,C,-5.200000000000003,2013-02-24,69.1,ケイツーノース
15035,7,grass,right,average,0.0,16,13,female/mare,6,55.0,502.0,2.0,4,13.6,大竹 正博,B,0.29999999999999716,2013-04-20,69.9,ケイツーノース
15964,12,grass,right,average,132.0,15,2,female/mare,6,55.0,504.0,2.0,7,16.3,大竹 正博,C,0.09999999999999432,2013-04-27,69.4,ケイツーノース
27476,9,grass,right,average,0.0,16,12,female/mare,6,55.0,512.0,4.0,11,41.3,大竹 正博,B,0.09999999999999432,2013-07-20,70.1,ケイツーノース
25681,9,grass,right,average,0.0,16,14,female/mare,6,55.0,508.0,4.0,7,17.9,大竹 正博,B,1.8000000000000114,2013-07-06,69.6,ケイツーノース
6851,8,grass,right,average,167.5,18,18,female/mare,6,55.0,506.0,0.0,5,8.1,大竹 正博,B,2.0999999999999943,2013-02-17,68.7,ケイツーノース
10576,3,dirt,right,average,0.0,16,12,female/mare,3,54.0,408.0,-2.0,15,340.5,蛯名 利弘,C,0.30000000000001137,2013-03-17,75.3,ケイツーモリガン
13178,3,dirt,right,average,0.0,16,7,female/mare,3,52.0,484.0,2.0,3,6.7,角田 晃一,B,-0.7000000000000028,2013-04-06,74.4,ケイティバローズ
9673,12,dirt,right,average,0.0,16,1,male/stallion,4,55.0,476.0,0.0,4,8.5,伊藤 大士,B,1.7999999999999972,2013-03-10,72.5,ケビンドゥ
845,9,dirt,right,average,144.0,16,15,male/stallion,4,56.0,476.0,0.0,7,13.6,伊藤 大士,A,-0.30000000000001137,2013-01-12,72.0,ケビンドゥ
34945,10,dirt,right,average,174.0,14,3,male/stallion,4,55.0,470.0,-2.0,4,7.8,伊藤 大士,A,0.20000000000000284,2013-09-08,70.6,ケビンドゥ
29662,11,dirt,left,somewhat heavy,0.0,15,5,male/stallion,5,57.0,468.0,2.0,15,99.4,森 秀行,C,1.8999999999999915,2013-08-03,72.4,ケンエンブレム
35689,2,dirt,right,somewhat heavy,0.0,16,15,female/mare,3,54.0,470.0,6.0,15,316.8,角田 晃一,C,-0.20000000000000284,2013-09-15,75.7,ケンジントン
19598,6,grass,right,average,700.0,16,2,male/stallion,3,56.0,474.0,-8.0,5,9.1,梅田 康雄,C,-0.8999999999999915,2013-05-18,68.9,ケントヒーロー
16768,6,grass,right,average,70.0,18,3,male/stallion,3,56.0,482.0,12.0,10,31.3,梅田 康雄,D,-1.9000000000000057,2013-04-28,69.6,ケントヒーロー
26213,12,grass,right,average,0.0,13,12,male/stallion,3,54.0,470.0,-2.0,3,6.1,梅田 康雄,B,0.6999999999999886,2013-07-07,70.2,ケントヒーロー
29348,11,grass,right,average,0.0,10,8,male/stallion,7,57.0,508.0,6.0,10,175.7,山内 研二,C,-0.6000000000000085,2013-07-28,67.7,ケンブリッジエル
32374,11,grass,right,average,0.0,15,9,male/stallion,7,51.0,508.0,0.0,15,262.4,山内 研二,C,0.19999999999998863,2013-08-18,68.3,ケンブリッジエル
2832,10,grass,right,average,0.0,15,2,male/stallion,7,57.0,512.0,2.0,12,62.9,山内 研二,B,-0.10000000000000853,2013-01-21,69.6,ケンブリッジエル
24733,11,grass,right,average,0.0,16,10,male/stallion,7,57.0,502.0,-18.0,11,43.4,山内 研二,C,-0.5999999999999943,2013-06-29,69.2,ケンブリッジエル
6185,11,grass,right,average,0.0,14,10,male/stallion,7,57.0,524.0,0.0,9,34.4,山内 研二,B,-3.200000000000003,2013-02-16,69.9,ケンブリッジエル
14913,11,grass,right,average,0.0,16,9,male/stallion,7,54.0,520.0,2.0,13,117.1,山内 研二,C,0.0,2013-04-14,69.2,ケンブリッジエル
33941,11,grass,right,heavy,0.0,18,16,male/stallion,7,54.0,510.0,2.0,18,472.8,山内 研二,C,-1.7000000000000028,2013-08-31,68.9,ケンブリッジエル
9104,9,grass,right,average,0.0,16,14,male/stallion,5,57.0,470.0,0.0,6,12.1,森 秀行,B,-1.5,2013-03-09,68.8,ケンブリッジヒーロ
6917,12,grass,right,average,0.0,17,9,male/stallion,5,57.0,470.0,-4.0,8,23.7,森 秀行,C,0.5999999999999943,2013-02-17,68.5,ケンブリッジヒーロ
1462,12,grass,right,average,0.0,15,12,male/stallion,5,57.0,468.0,2.0,3,5.4,森 秀行,B,0.3999999999999915,2013-01-13,69.9,ケンブリッジヒーロ
14685,8,grass,right,average,144.0,13,4,male/stallion,5,57.0,480.0,0.0,5,13.6,森 秀行,B,3.4000000000000057,2013-04-14,69.0,ケンブリッジヒーロ
12998,3,dirt,right,somewhat heavy,0.0,16,6,male/stallion,3,56.0,476.0,6.0,12,99.1,水野 貴広,C,0.4000000000000057,2013-04-06,75.2,ケージーイチバン
29039,3,dirt,left,somewhat heavy,0.0,15,5,male/stallion,3,56.0,482.0,8.0,13,93.2,水野 貴広,B,0.7000000000000028,2013-07-28,73.8,ケージーイチバン
3727,1,dirt,right,average,0.0,15,11,female/mare,3,54.0,414.0,-2.0,14,223.5,飯田 雄三,C,0.10000000000000853,2013-01-27,77.4,ケージーサクランボ
31248,3,grass,right,average,115.0,18,13,female/mare,3,52.0,428.0,0.0,5,7.7,飯田 雄三,C,1.1999999999999886,2013-08-11,68.3,ケージーサクランボ
34329,2,grass,right,somewhat heavy,69.0,18,11,female/mare,3,52.0,436.0,8.0,5,9.6,飯田 雄三,B,-0.4000000000000057,2013-09-01,70.4,ケージーサクランボ
